date,jurisdiction,state,county,doc_type,title,text,url,year,month,tokens,kw_count,kw_per_1k,has_keyword
2023-05-20,Bexar County,TX,Bexar County,minutes,Special Session Agenda,Water utility rate increase approved following public comment period. Staff report on road maintenance and bridge inspection schedule. Water utility rate increase approved following public comment period. Public hearing on zoning variance for the proposed commercial development.,https://agendawatch.org/docs/tx/bexar_county/20230520/,2023,2023-05,"['water', 'utility', 'rate', 'increase', 'period', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'water', 'utility', 'rate', 'increase', 'period', 'zoning', 'variance', 'proposed', 'commercial', 'development']",0,0.0,False
2023-05-07,Bexar County,TX,Bexar County,agenda,Regular Meeting Minutes,Health department report on vaccination rates and public health initiatives. Staff report on road maintenance and bridge inspection schedule. Public hearing on zoning variance for the proposed commercial development. Planning commission update on development applications received. Library millage rate discussion and public comment.,https://agendawatch.org/docs/tx/bexar_county/20230507/,2023,2023-05,"['health', 'vaccination', 'rates', 'health', 'initiatives', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'planning', 'update', 'development', 'applications', 'received', 'library', 'millage', 'rate']",0,0.0,False
2023-05-16,Travis County,TX,Travis County,agenda,Board Meeting Agenda,Library millage rate discussion and public comment. School board liaison report on enrollment trends. School board liaison report on enrollment trends. School board liaison report on enrollment trends.,https://agendawatch.org/docs/tx/travis_county/20230516/,2023,2023-05,"['library', 'millage', 'rate', 'school', 'liaison', 'enrollment', 'trends', 'school', 'liaison', 'enrollment', 'trends', 'school', 'liaison', 'enrollment', 'trends']",0,0.0,False
2023-04-26,Travis County,TX,Travis County,agenda,Regular Meeting Minutes,Tax increment financing district proposed for downtown revitalization. Water utility rate increase approved following public comment period. Staff report on road maintenance and bridge inspection schedule. Water utility rate increase approved following public comment period. Discussion of the county parks and recreation master plan.,https://agendawatch.org/docs/tx/travis_county/20230426/,2023,2023-04,"['tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'water', 'utility', 'rate', 'increase', 'period', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'water', 'utility', 'rate', 'increase', 'period', 'parks', 'recreation', 'master', 'plan']",0,0.0,False
2023-05-12,Travis County,TX,Travis County,minutes,Board Meeting Agenda,Planning commission update on development applications received. Health department report on vaccination rates and public health initiatives. Water utility rate increase approved following public comment period. The board approved the FY2024 budget with a 3% increase in infrastructure spending.,https://agendawatch.org/docs/tx/travis_county/20230512/,2023,2023-05,"['planning', 'update', 'development', 'applications', 'received', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'water', 'utility', 'rate', 'increase', 'period', 'budget', 'increase', 'infrastructure', 'spending']",0,0.0,False
2023-05-07,Collin County,TX,Collin County,minutes,Work Session Minutes,Discussion of the county parks and recreation master plan. School board liaison report on enrollment trends. Library millage rate discussion and public comment. Emergency services dispatch modernization project update.,https://agendawatch.org/docs/tx/collin_county/20230507/,2023,2023-05,"['parks', 'recreation', 'master', 'plan', 'school', 'liaison', 'enrollment', 'trends', 'library', 'millage', 'rate', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'work']",0,0.0,False
2023-05-09,Collin County,TX,Collin County,minutes,Work Session Minutes,The board discussed concerns about election integrity and the upcoming election cycle. Water utility rate increase approved following public comment period. Tax increment financing district proposed for downtown revitalization. Commissioner raised the issue of potential election fraud in the last general election.,https://agendawatch.org/docs/tx/collin_county/20230509/,2023,2023-05,"['discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle', 'water', 'utility', 'rate', 'increase', 'period', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'commissioner', 'raised', 'issue', 'potential', 'election', 'fraud', 'last', 'general', 'election', 'work']",4,142.8571,True
2023-04-29,St. Louis County,MO,St. Louis County,agenda,Special Session Agenda,Planning commission update on development applications received. Staff report on road maintenance and bridge inspection schedule. Tax increment financing district proposed for downtown revitalization. Animal control contract renewal discussed and approved. Tax increment financing district proposed for downtown revitalization. Planning commission update on development applications received. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/mo/st._louis_county/20230429/,2023,2023-04,"['planning', 'update', 'development', 'applications', 'received', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'animal', 'control', 'contract', 'renewal', 'discussed', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'planning', 'update', 'development', 'applications', 'received', 'water', 'utility', 'rate', 'increase', 'period']",0,0.0,False
2023-05-07,St. Louis County,MO,St. Louis County,agenda,Board Meeting Agenda,Water utility rate increase approved following public comment period. School board liaison report on enrollment trends. Public hearing on zoning variance for the proposed commercial development. Animal control contract renewal discussed and approved. Animal control contract renewal discussed and approved. Tax increment financing district proposed for downtown revitalization. Tax increment financing district proposed for downtown revitalization. Discussion of the county parks and recreation master plan.,https://agendawatch.org/docs/mo/st._louis_county/20230507/,2023,2023-05,"['water', 'utility', 'rate', 'increase', 'period', 'school', 'liaison', 'enrollment', 'trends', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'animal', 'control', 'contract', 'renewal', 'discussed', 'animal', 'control', 'contract', 'renewal', 'discussed', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'parks', 'recreation', 'master', 'plan']",0,0.0,False
2023-05-03,Jackson County,MO,Jackson County,minutes,Regular Meeting Minutes,Tax increment financing district proposed for downtown revitalization. Planning commission update on development applications received. Public hearing on zoning variance for the proposed commercial development. Public hearing on zoning variance for the proposed commercial development. Tax increment financing district proposed for downtown revitalization. Library millage rate discussion and public comment.,https://agendawatch.org/docs/mo/jackson_county/20230503/,2023,2023-05,"['tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'planning', 'update', 'development', 'applications', 'received', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'library', 'millage', 'rate']",0,0.0,False
2023-05-04,Jackson County,MO,Jackson County,agenda,Work Session Minutes,Animal control contract renewal discussed and approved. Emergency services dispatch modernization project update. Staff report on road maintenance and bridge inspection schedule. The board approved the FY2024 budget with a 3% increase in infrastructure spending.,https://agendawatch.org/docs/mo/jackson_county/20230504/,2023,2023-05,"['animal', 'control', 'contract', 'renewal', 'discussed', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'budget', 'increase', 'infrastructure', 'spending', 'work']",0,0.0,False
2023-05-03,Jackson County,MO,Jackson County,minutes,Public Hearing Notice,School board liaison report on enrollment trends. Water utility rate increase approved following public comment period. Public comment included questions about whether noncitizen residents could vote. Staff presented the election results from the November general election. Health department report on vaccination rates and public health initiatives. Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development. The board discussed concerns about election integrity and the upcoming election cycle. The board discussed concerns about election integrity and the upcoming election cycle.,https://agendawatch.org/docs/mo/jackson_county/20230503/,2023,2023-05,"['school', 'liaison', 'enrollment', 'trends', 'water', 'utility', 'rate', 'increase', 'period', 'included', 'questions', 'whether', 'noncitizen', 'residents', 'presented', 'election', 'results', 'november', 'general', 'election', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle', 'discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle', 'notice']",6,117.6471,True
2023-05-09,St. Charles County,MO,St. Charles County,agenda,Regular Meeting Minutes,The election of new board members was conducted according to Robert's Rules. Debate over ballot drop box locations for the upcoming election. Planning commission update on development applications received. Water utility rate increase approved following public comment period. Debate over ballot drop box locations for the upcoming election. Planning commission update on development applications received. Public comment included questions about whether noncitizen residents could vote. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/mo/st._charles_county/20230509/,2023,2023-05,"['election', 'members', 'conducted', 'according', 'robert', 'rules', 'debate', 'ballot', 'drop', 'box', 'locations', 'upcoming', 'election', 'planning', 'update', 'development', 'applications', 'received', 'water', 'utility', 'rate', 'increase', 'period', 'debate', 'ballot', 'drop', 'box', 'locations', 'upcoming', 'election', 'planning', 'update', 'development', 'applications', 'received', 'included', 'questions', 'whether', 'noncitizen', 'residents', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",3,66.6667,True
2023-05-16,Jefferson County MO,MO,Jefferson County MO,agenda,Commission Meeting Minutes,School board liaison report on enrollment trends. Health department report on vaccination rates and public health initiatives. The board approved the FY2024 budget with a 3% increase in infrastructure spending.,https://agendawatch.org/docs/mo/jefferson_county_mo/20230516/,2023,2023-05,"['school', 'liaison', 'enrollment', 'trends', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'budget', 'increase', 'infrastructure', 'spending']",0,0.0,False
2023-04-28,Greene County,MO,Greene County,agenda,Work Session Minutes,Water utility rate increase approved following public comment period. Public hearing on zoning variance for the proposed commercial development. Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development. School board liaison report on enrollment trends. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/mo/greene_county/20230428/,2023,2023-04,"['water', 'utility', 'rate', 'increase', 'period', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'school', 'liaison', 'enrollment', 'trends', 'budget', 'increase', 'infrastructure', 'spending', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'work']",0,0.0,False
2023-05-09,Boone County,MO,Boone County,minutes,Public Hearing Notice,The board voted on certifying the election results. Tax increment financing district proposed for downtown revitalization. The board discussed concerns about election integrity and the upcoming election cycle. Staff report on road maintenance and bridge inspection schedule. Tax increment financing district proposed for downtown revitalization. Concerns raised about voter roll maintenance and election security. Planning commission update on development applications received. Motion to form an election oversight subcommittee carried unanimously. Library millage rate discussion and public comment. The board approved the FY2024 budget with a 3% increase in infrastructure spending.,https://agendawatch.org/docs/mo/boone_county/20230509/,2023,2023-05,"['voted', 'certifying', 'election', 'results', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'concerns', 'raised', 'voter', 'roll', 'maintenance', 'election', 'security', 'planning', 'update', 'development', 'applications', 'received', 'form', 'election', 'oversight', 'subcommittee', 'library', 'millage', 'rate', 'budget', 'increase', 'infrastructure', 'spending', 'notice']",5,96.1538,True
2023-06-01,Denver County,CO,Denver County,agenda,Public Hearing Notice,Debate over ballot drop box locations for the upcoming election. Animal control contract renewal discussed and approved. Discussion of the county parks and recreation master plan. Discussion on voting machine certification standards for the upcoming election. Library millage rate discussion and public comment. Tax increment financing district proposed for downtown revitalization. Health department report on vaccination rates and public health initiatives. Planning commission update on development applications received.,https://agendawatch.org/docs/co/denver_county/20230601/,2023,2023-06,"['debate', 'ballot', 'drop', 'box', 'locations', 'upcoming', 'election', 'animal', 'control', 'contract', 'renewal', 'discussed', 'parks', 'recreation', 'master', 'plan', 'voting', 'machine', 'certification', 'standards', 'upcoming', 'election', 'library', 'millage', 'rate', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'planning', 'update', 'development', 'applications', 'received', 'notice']",2,47.619,True
2023-06-02,Denver County,CO,Denver County,agenda,Public Hearing Notice,Emergency services dispatch modernization project update. A resident presented claims of foreign interference in the election process. Planning commission update on development applications received. Planning commission update on development applications received. The board voted on certifying the election results. Public hearing on zoning variance for the proposed commercial development.,https://agendawatch.org/docs/co/denver_county/20230602/,2023,2023-06,"['emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'resident', 'presented', 'claims', 'foreign', 'interference', 'election', 'process', 'planning', 'update', 'development', 'applications', 'received', 'planning', 'update', 'development', 'applications', 'received', 'voted', 'certifying', 'election', 'results', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'notice']",2,60.6061,True
2023-06-05,El Paso County,CO,El Paso County,agenda,Work Session Minutes,Planning commission update on development applications received. Staff presented the election results from the November general election. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Planning commission update on development applications received. A resident presented claims of foreign interference in the election process. The commission approved the budget for election administration.,https://agendawatch.org/docs/co/el_paso_county/20230605/,2023,2023-06,"['planning', 'update', 'development', 'applications', 'received', 'presented', 'election', 'results', 'november', 'general', 'election', 'budget', 'increase', 'infrastructure', 'spending', 'planning', 'update', 'development', 'applications', 'received', 'resident', 'presented', 'claims', 'foreign', 'interference', 'election', 'process', 'budget', 'election', 'administration', 'work']",4,129.0323,True
2023-06-19,El Paso County,CO,El Paso County,agenda,Work Session Minutes,Emergency services dispatch modernization project update. Staff report on road maintenance and bridge inspection schedule. Health department report on vaccination rates and public health initiatives. Water utility rate increase approved following public comment period. Tax increment financing district proposed for downtown revitalization. Emergency services dispatch modernization project update. Library millage rate discussion and public comment.,https://agendawatch.org/docs/co/el_paso_county/20230619/,2023,2023-06,"['emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'water', 'utility', 'rate', 'increase', 'period', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'library', 'millage', 'rate', 'work']",0,0.0,False
2023-05-30,Arapahoe County,CO,Arapahoe County,agenda,Commission Meeting Minutes,Public hearing on zoning variance for the proposed commercial development. Staff report on road maintenance and bridge inspection schedule. Health department report on vaccination rates and public health initiatives. Tax increment financing district proposed for downtown revitalization. Health department report on vaccination rates and public health initiatives. Water utility rate increase approved following public comment period. Public hearing on zoning variance for the proposed commercial development. Public hearing on zoning variance for the proposed commercial development.,https://agendawatch.org/docs/co/arapahoe_county/20230530/,2023,2023-05,"['zoning', 'variance', 'proposed', 'commercial', 'development', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'water', 'utility', 'rate', 'increase', 'period', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'zoning', 'variance', 'proposed', 'commercial', 'development']",0,0.0,False
2023-06-16,Arapahoe County,CO,Arapahoe County,agenda,Work Session Minutes,Staff report on road maintenance and bridge inspection schedule. Animal control contract renewal discussed and approved. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/co/arapahoe_county/20230616/,2023,2023-06,"['road', 'maintenance', 'bridge', 'inspection', 'schedule', 'animal', 'control', 'contract', 'renewal', 'discussed', 'animal', 'control', 'contract', 'renewal', 'discussed', 'work']",0,0.0,False
2023-05-30,Jefferson County,CO,Jefferson County,agenda,Special Session Agenda,Water utility rate increase approved following public comment period. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Emergency services dispatch modernization project update.,https://agendawatch.org/docs/co/jefferson_county/20230530/,2023,2023-05,"['water', 'utility', 'rate', 'increase', 'period', 'budget', 'increase', 'infrastructure', 'spending', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update']",0,0.0,False
2023-06-19,Jefferson County,CO,Jefferson County,minutes,Special Session Agenda,The board discussed concerns about election integrity and the upcoming election cycle. School board liaison report on enrollment trends. Water utility rate increase approved following public comment period. Discussion of early voting expansion and election accessibility. Staff report on road maintenance and bridge inspection schedule. Tax increment financing district proposed for downtown revitalization. Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development.,https://agendawatch.org/docs/co/jefferson_county/20230619/,2023,2023-06,"['discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle', 'school', 'liaison', 'enrollment', 'trends', 'water', 'utility', 'rate', 'increase', 'period', 'early', 'voting', 'expansion', 'election', 'accessibility', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development']",3,69.7674,True
2023-06-02,Jefferson County,CO,Jefferson County,agenda,Work Session Minutes,Public comment included questions about whether noncitizen residents could vote. Discussion of the county parks and recreation master plan. Library millage rate discussion and public comment. Health department report on vaccination rates and public health initiatives. Health department report on vaccination rates and public health initiatives. Public comment included questions about whether noncitizen residents could vote. Claims of widespread fraud in the 2020 election were raised by three residents. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/co/jefferson_county/20230602/,2023,2023-06,"['included', 'questions', 'whether', 'noncitizen', 'residents', 'parks', 'recreation', 'master', 'plan', 'library', 'millage', 'rate', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'included', 'questions', 'whether', 'noncitizen', 'residents', 'claims', 'widespread', 'fraud', 'election', 'raised', 'residents', 'budget', 'increase', 'infrastructure', 'spending', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'work']",1,23.2558,True
2023-06-10,Boulder County,CO,Boulder County,agenda,Public Hearing Notice,Water utility rate increase approved following public comment period. Emergency services dispatch modernization project update. School board liaison report on enrollment trends. Public comment included questions about whether noncitizen residents could vote.,https://agendawatch.org/docs/co/boulder_county/20230610/,2023,2023-06,"['water', 'utility', 'rate', 'increase', 'period', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'school', 'liaison', 'enrollment', 'trends', 'included', 'questions', 'whether', 'noncitizen', 'residents', 'notice']",0,0.0,False
2023-05-31,Adams County,CO,Adams County,minutes,Work Session Minutes,Tax increment financing district proposed for downtown revitalization. Tax increment financing district proposed for downtown revitalization. Emergency services dispatch modernization project update. Discussion of the county parks and recreation master plan. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/co/adams_county/20230531/,2023,2023-05,"['tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'parks', 'recreation', 'master', 'plan', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'work']",0,0.0,False
2023-06-03,Harris County,TX,Harris County,agenda,Regular Meeting Minutes,Planning commission update on development applications received. Planning commission update on development applications received. Health department report on vaccination rates and public health initiatives. School board liaison report on enrollment trends. Staff report on road maintenance and bridge inspection schedule. Planning commission update on development applications received. Staff report on road maintenance and bridge inspection schedule. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/tx/harris_county/20230603/,2023,2023-06,"['planning', 'update', 'development', 'applications', 'received', 'planning', 'update', 'development', 'applications', 'received', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'school', 'liaison', 'enrollment', 'trends', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'planning', 'update', 'development', 'applications', 'received', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'animal', 'control', 'contract', 'renewal', 'discussed']",0,0.0,False
2023-06-05,Harris County,TX,Harris County,agenda,Work Session Minutes,Planning commission update on development applications received. Water utility rate increase approved following public comment period. Animal control contract renewal discussed and approved. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/tx/harris_county/20230605/,2023,2023-06,"['planning', 'update', 'development', 'applications', 'received', 'water', 'utility', 'rate', 'increase', 'period', 'animal', 'control', 'contract', 'renewal', 'discussed', 'animal', 'control', 'contract', 'renewal', 'discussed', 'work']",0,0.0,False
2023-06-07,Dallas County,TX,Dallas County,agenda,Board Meeting Agenda,Public hearing on zoning variance for the proposed commercial development. Library millage rate discussion and public comment. Library millage rate discussion and public comment. Animal control contract renewal discussed and approved. Tax increment financing district proposed for downtown revitalization. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/tx/dallas_county/20230607/,2023,2023-06,"['zoning', 'variance', 'proposed', 'commercial', 'development', 'library', 'millage', 'rate', 'library', 'millage', 'rate', 'animal', 'control', 'contract', 'renewal', 'discussed', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",0,0.0,False
2023-06-01,Tarrant County,TX,Tarrant County,minutes,Board Meeting Agenda,Animal control contract renewal discussed and approved. Staff report on road maintenance and bridge inspection schedule. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/tx/tarrant_county/20230601/,2023,2023-06,"['animal', 'control', 'contract', 'renewal', 'discussed', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'water', 'utility', 'rate', 'increase', 'period']",0,0.0,False
2023-06-04,Bexar County,TX,Bexar County,minutes,Regular Meeting Minutes,The board approved the FY2024 budget with a 3% increase in infrastructure spending. School board liaison report on enrollment trends. Public hearing on zoning variance for the proposed commercial development. School board liaison report on enrollment trends. Planning commission update on development applications received. Health department report on vaccination rates and public health initiatives. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/tx/bexar_county/20230604/,2023,2023-06,"['budget', 'increase', 'infrastructure', 'spending', 'school', 'liaison', 'enrollment', 'trends', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'school', 'liaison', 'enrollment', 'trends', 'planning', 'update', 'development', 'applications', 'received', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",0,0.0,False
2023-05-29,Travis County,TX,Travis County,agenda,Regular Meeting Minutes,Staff report on road maintenance and bridge inspection schedule. Emergency services dispatch modernization project update. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/tx/travis_county/20230529/,2023,2023-05,"['road', 'maintenance', 'bridge', 'inspection', 'schedule', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'animal', 'control', 'contract', 'renewal', 'discussed']",0,0.0,False
2023-06-02,Travis County,TX,Travis County,agenda,Work Session Minutes,Motion to form an election oversight subcommittee carried unanimously. Tax increment financing district proposed for downtown revitalization. School board liaison report on enrollment trends. Commissioner raised the issue of potential election fraud in the last general election. Election canvassing procedures reviewed by the county clerk. Animal control contract renewal discussed and approved. Motion to form an election oversight subcommittee carried unanimously.,https://agendawatch.org/docs/tx/travis_county/20230602/,2023,2023-06,"['form', 'election', 'oversight', 'subcommittee', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'school', 'liaison', 'enrollment', 'trends', 'commissioner', 'raised', 'issue', 'potential', 'election', 'fraud', 'last', 'general', 'election', 'election', 'canvassing', 'procedures', 'reviewed', 'clerk', 'animal', 'control', 'contract', 'renewal', 'discussed', 'form', 'election', 'oversight', 'subcommittee', 'work']",5,131.5789,True
2023-05-27,Travis County,TX,Travis County,agenda,Public Hearing Notice,Library millage rate discussion and public comment. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Planning commission update on development applications received. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/tx/travis_county/20230527/,2023,2023-05,"['library', 'millage', 'rate', 'budget', 'increase', 'infrastructure', 'spending', 'planning', 'update', 'development', 'applications', 'received', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'notice']",0,0.0,False
2023-06-17,Collin County,TX,Collin County,agenda,Commission Meeting Minutes,Public hearing on zoning variance for the proposed commercial development. Discussion of early voting expansion and election accessibility. School board liaison report on enrollment trends. Emergency services dispatch modernization project update. Staff report on road maintenance and bridge inspection schedule. Motion to form an election oversight subcommittee carried unanimously.,https://agendawatch.org/docs/tx/collin_county/20230617/,2023,2023-06,"['zoning', 'variance', 'proposed', 'commercial', 'development', 'early', 'voting', 'expansion', 'election', 'accessibility', 'school', 'liaison', 'enrollment', 'trends', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'form', 'election', 'oversight', 'subcommittee']",2,68.9655,True
2023-06-10,Collin County,TX,Collin County,minutes,Special Session Agenda,Commissioner raised the issue of potential election fraud in the last general election. Emergency services dispatch modernization project update. Health department report on vaccination rates and public health initiatives. Claims of widespread fraud in the 2020 election were raised by three residents. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Commissioner raised the issue of potential election fraud in the last general election. The board approved the FY2024 budget with a 3% increase in infrastructure spending. The commission approved the budget for election administration. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/tx/collin_county/20230610/,2023,2023-06,"['commissioner', 'raised', 'issue', 'potential', 'election', 'fraud', 'last', 'general', 'election', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'claims', 'widespread', 'fraud', 'election', 'raised', 'residents', 'budget', 'increase', 'infrastructure', 'spending', 'commissioner', 'raised', 'issue', 'potential', 'election', 'fraud', 'last', 'general', 'election', 'budget', 'increase', 'infrastructure', 'spending', 'budget', 'election', 'administration', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",6,117.6471,True
2023-06-01,St. Louis County,MO,St. Louis County,agenda,Regular Meeting Minutes,Library millage rate discussion and public comment. Staff report on road maintenance and bridge inspection schedule. Public hearing on zoning variance for the proposed commercial development.,https://agendawatch.org/docs/mo/st._louis_county/20230601/,2023,2023-06,"['library', 'millage', 'rate', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'zoning', 'variance', 'proposed', 'commercial', 'development']",0,0.0,False
2023-06-05,St. Louis County,MO,St. Louis County,minutes,Commission Meeting Minutes,Election canvassing procedures reviewed by the county clerk. Discussion of the county parks and recreation master plan. Discussion of early voting expansion and election accessibility. Discussion of early voting expansion and election accessibility. Library millage rate discussion and public comment.,https://agendawatch.org/docs/mo/st._louis_county/20230605/,2023,2023-06,"['election', 'canvassing', 'procedures', 'reviewed', 'clerk', 'parks', 'recreation', 'master', 'plan', 'early', 'voting', 'expansion', 'election', 'accessibility', 'early', 'voting', 'expansion', 'election', 'accessibility', 'library', 'millage', 'rate']",3,136.3636,True
2023-06-18,St. Louis County,MO,St. Louis County,agenda,Special Session Agenda,Discussion of the county parks and recreation master plan. Emergency services dispatch modernization project update. Emergency services dispatch modernization project update. Planning commission update on development applications received. Water utility rate increase approved following public comment period. Health department report on vaccination rates and public health initiatives. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/mo/st._louis_county/20230618/,2023,2023-06,"['parks', 'recreation', 'master', 'plan', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'planning', 'update', 'development', 'applications', 'received', 'water', 'utility', 'rate', 'increase', 'period', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",0,0.0,False
2023-06-20,Jackson County,MO,Jackson County,minutes,Board Meeting Agenda,Library millage rate discussion and public comment. Planning commission update on development applications received. Staff report on road maintenance and bridge inspection schedule. School board liaison report on enrollment trends.,https://agendawatch.org/docs/mo/jackson_county/20230620/,2023,2023-06,"['library', 'millage', 'rate', 'planning', 'update', 'development', 'applications', 'received', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'school', 'liaison', 'enrollment', 'trends']",0,0.0,False
